Random-Continuous.parameter, Random-Continuous.points, AlwaysSame.parameter, AlwaysSame.points
6, 11.60, 3, 15.80
6, 10.40, 3, 18.20
6, 12.50, 3, 14.00
6, 11.00, 3, 17.00
6, 11.00, 3, 17.00
6, 10.70, 3, 17.60
6, 10.70, 3, 17.60
6, 10.40, 3, 18.20
6, 11.90, 3, 15.20
6, 9.80, 3, 19.40
6, 11.60, 3, 15.80
6, 11.30, 3, 16.40
6, 11.90, 3, 15.20
6, 10.40, 3, 18.20
6, 11.60, 3, 15.80
6, 11.60, 3, 15.80
6, 10.70, 3, 17.60
6, 10.10, 3, 18.80
6, 11.00, 3, 17.00
6, 10.70, 3, 17.60
6, 11.60, 3, 15.80
6, 12.50, 3, 14.00
6, 10.70, 3, 17.60
6, 11.30, 3, 16.40
6, 11.30, 3, 16.40
6, 10.70, 3, 17.60
6, 11.00, 3, 17.00
6, 11.90, 3, 15.20
6, 11.30, 3, 16.40
6, 10.10, 3, 18.80
6, 11.30, 3, 16.40
6, 11.30, 3, 16.40
6, 10.40, 3, 18.20
6, 11.00, 3, 17.00
6, 10.40, 3, 18.20
6, 10.40, 3, 18.20
6, 10.40, 3, 18.20
6, 11.90, 3, 15.20
6, 10.10, 3, 18.80
6, 9.80, 3, 19.40
6, 10.70, 3, 17.60
6, 11.30, 3, 16.40
6, 10.10, 3, 18.80
6, 10.70, 3, 17.60
6, 10.10, 3, 18.80
6, 9.80, 3, 19.40
6, 11.30, 3, 16.40
6, 11.90, 3, 15.20
6, 11.00, 3, 17.00
6, 10.70, 3, 17.60
6, 10.70, 3, 17.60
6, 11.00, 3, 17.00
6, 11.60, 3, 15.80
6, 11.30, 3, 16.40
6, 11.00, 3, 17.00
6, 9.50, 3, 20.00
6, 11.60, 3, 15.80
6, 11.00, 3, 17.00
6, 11.00, 3, 17.00
6, 11.30, 3, 16.40
6, 9.80, 3, 19.40
6, 11.00, 3, 17.00
6, 9.20, 3, 20.60
6, 10.40, 3, 18.20
6, 10.40, 3, 18.20
6, 12.50, 3, 14.00
6, 11.30, 3, 16.40
6, 11.00, 3, 17.00
6, 11.00, 3, 17.00
6, 9.80, 3, 19.40
6, 11.60, 3, 15.80
6, 10.40, 3, 18.20
6, 10.40, 3, 18.20
6, 11.60, 3, 15.80
6, 11.60, 3, 15.80
6, 10.70, 3, 17.60
6, 11.60, 3, 15.80
6, 12.20, 3, 14.60
6, 11.30, 3, 16.40
6, 11.60, 3, 15.80
6, 11.30, 3, 16.40
6, 11.60, 3, 15.80
6, 11.60, 3, 15.80
6, 10.70, 3, 17.60
6, 10.40, 3, 18.20
6, 11.00, 3, 17.00
6, 11.00, 3, 17.00
6, 10.10, 3, 18.80
6, 11.00, 3, 17.00
6, 9.80, 3, 19.40
6, 11.60, 3, 15.80
6, 11.00, 3, 17.00
6, 12.20, 3, 14.60
6, 9.50, 3, 20.00
7, 11.00, 3, 17.00
7, 10.30, 3, 18.40
7, 11.00, 3, 17.00
7, 11.70, 3, 15.60
7, 10.65, 3, 17.70
7, 11.35, 3, 16.30
7, 12.05, 3, 14.90
7, 9.95, 3, 19.10
7, 10.30, 3, 18.40
7, 9.95, 3, 19.10
7, 11.00, 3, 17.00
7, 11.35, 3, 16.30
7, 10.30, 3, 18.40
7, 10.30, 3, 18.40
7, 11.70, 3, 15.60
7, 10.30, 3, 18.40
7, 12.75, 3, 13.50
7, 12.05, 3, 14.90
7, 11.70, 3, 15.60
7, 10.65, 3, 17.70
7, 10.30, 3, 18.40
7, 11.00, 3, 17.00
7, 12.40, 3, 14.20
7, 9.60, 3, 19.80
7, 11.00, 3, 17.00
7, 11.00, 3, 17.00
7, 11.35, 3, 16.30
7, 11.00, 3, 17.00
7, 12.05, 3, 14.90
7, 10.65, 3, 17.70
7, 11.00, 3, 17.00
7, 12.40, 3, 14.20
7, 9.95, 3, 19.10
7, 9.95, 3, 19.10
7, 11.70, 3, 15.60
7, 11.00, 3, 17.00
7, 11.70, 3, 15.60
7, 11.00, 3, 17.00
7, 11.70, 3, 15.60
7, 11.35, 3, 16.30
7, 11.00, 3, 17.00
7, 11.00, 3, 17.00
7, 11.35, 3, 16.30
7, 11.35, 3, 16.30
7, 12.05, 3, 14.90
7, 11.00, 3, 17.00
7, 11.00, 3, 17.00
7, 10.30, 3, 18.40
7, 12.40, 3, 14.20
7, 11.70, 3, 15.60
7, 11.70, 3, 15.60
7, 12.40, 3, 14.20
7, 11.35, 3, 16.30
7, 11.00, 3, 17.00
7, 12.40, 3, 14.20
7, 10.30, 3, 18.40
7, 12.40, 3, 14.20
7, 11.00, 3, 17.00
7, 10.65, 3, 17.70
7, 10.65, 3, 17.70
7, 10.65, 3, 17.70
7, 10.30, 3, 18.40
7, 11.35, 3, 16.30
7, 11.70, 3, 15.60
7, 11.00, 3, 17.00
7, 11.00, 3, 17.00
7, 10.65, 3, 17.70
7, 11.00, 3, 17.00
7, 10.30, 3, 18.40
7, 11.70, 3, 15.60
7, 10.30, 3, 18.40
7, 10.65, 3, 17.70
7, 13.10, 3, 12.80
7, 10.30, 3, 18.40
7, 11.70, 3, 15.60
7, 11.00, 3, 17.00
7, 11.70, 3, 15.60
7, 12.40, 3, 14.20
7, 12.40, 3, 14.20
7, 10.65, 3, 17.70
7, 9.95, 3, 19.10
7, 10.30, 3, 18.40
7, 9.60, 3, 19.80
7, 11.70, 3, 15.60
7, 11.00, 3, 17.00
7, 11.00, 3, 17.00
7, 11.35, 3, 16.30
7, 10.65, 3, 17.70
7, 11.35, 3, 16.30
7, 12.40, 3, 14.20
7, 12.05, 3, 14.90
7, 11.35, 3, 16.30
7, 10.65, 3, 17.70
7, 10.65, 3, 17.70
7, 11.35, 3, 16.30
7, 11.00, 3, 17.00
7, 11.35, 3, 16.30
7, 10.65, 3, 17.70
7, 11.00, 3, 17.00
7, 11.00, 3, 17.00
8, 11.00, 3, 17.00
8, 10.60, 3, 17.80
8, 11.80, 3, 15.40
8, 10.20, 3, 18.60
8, 11.00, 3, 17.00
8, 11.00, 3, 17.00
8, 12.20, 3, 14.60
8, 11.00, 3, 17.00
8, 10.20, 3, 18.60
8, 9.80, 3, 19.40
8, 11.40, 3, 16.20
8, 12.60, 3, 13.80
8, 12.20, 3, 14.60
8, 9.80, 3, 19.40
8, 12.60, 3, 13.80
8, 9.80, 3, 19.40
8, 10.60, 3, 17.80
8, 11.00, 3, 17.00
8, 10.20, 3, 18.60
8, 12.60, 3, 13.80
8, 11.40, 3, 16.20
8, 12.20, 3, 14.60
8, 10.20, 3, 18.60
8, 10.20, 3, 18.60
8, 9.80, 3, 19.40
8, 11.40, 3, 16.20
8, 11.40, 3, 16.20
8, 11.80, 3, 15.40
8, 10.20, 3, 18.60
8, 11.40, 3, 16.20
8, 12.20, 3, 14.60
8, 11.00, 3, 17.00
8, 11.00, 3, 17.00
8, 11.40, 3, 16.20
8, 10.20, 3, 18.60
8, 11.40, 3, 16.20
8, 10.20, 3, 18.60
8, 11.40, 3, 16.20
8, 9.80, 3, 19.40
8, 10.20, 3, 18.60
8, 13.00, 3, 13.00
8, 11.40, 3, 16.20
8, 9.40, 3, 20.20
8, 11.80, 3, 15.40
8, 10.60, 3, 17.80
8, 10.20, 3, 18.60
8, 10.60, 3, 17.80
8, 10.20, 3, 18.60
8, 10.20, 3, 18.60
8, 11.00, 3, 17.00
8, 12.20, 3, 14.60
8, 12.60, 3, 13.80
8, 9.80, 3, 19.40
8, 11.00, 3, 17.00
8, 9.40, 3, 20.20
8, 10.20, 3, 18.60
8, 11.80, 3, 15.40
8, 11.00, 3, 17.00
8, 11.40, 3, 16.20
8, 11.00, 3, 17.00
8, 11.00, 3, 17.00
8, 10.20, 3, 18.60
8, 11.80, 3, 15.40
8, 12.20, 3, 14.60
8, 11.40, 3, 16.20
8, 11.80, 3, 15.40
8, 12.20, 3, 14.60
8, 9.80, 3, 19.40
8, 9.40, 3, 20.20
8, 11.40, 3, 16.20
8, 11.00, 3, 17.00
8, 11.40, 3, 16.20
8, 12.20, 3, 14.60
8, 10.20, 3, 18.60
8, 10.60, 3, 17.80
8, 11.80, 3, 15.40
8, 9.40, 3, 20.20
8, 11.00, 3, 17.00
8, 9.80, 3, 19.40
8, 11.00, 3, 17.00
8, 11.40, 3, 16.20
8, 10.20, 3, 18.60
8, 9.80, 3, 19.40
8, 11.00, 3, 17.00
8, 11.40, 3, 16.20
8, 11.00, 3, 17.00
8, 11.00, 3, 17.00
8, 11.40, 3, 16.20
8, 10.60, 3, 17.80
8, 11.40, 3, 16.20
8, 9.40, 3, 20.20
8, 10.20, 3, 18.60
8, 10.60, 3, 17.80
8, 10.60, 3, 17.80
8, 10.20, 3, 18.60
8, 11.00, 3, 17.00
8, 9.40, 3, 20.20
8, 9.40, 3, 20.20
8, 10.20, 3, 18.60
8, 11.00, 3, 17.00
9, 10.10, 3, 18.80
9, 11.90, 3, 15.20
9, 10.10, 3, 18.80
9, 10.10, 3, 18.80
9, 11.90, 3, 15.20
9, 11.90, 3, 15.20
9, 9.65, 3, 19.70
9, 11.00, 3, 17.00
9, 11.45, 3, 16.10
9, 11.00, 3, 17.00
9, 10.55, 3, 17.90
9, 9.65, 3, 19.70
9, 10.55, 3, 17.90
9, 12.80, 3, 13.40
9, 12.35, 3, 14.30
9, 8.75, 3, 21.50
9, 9.65, 3, 19.70
9, 11.45, 3, 16.10
9, 11.45, 3, 16.10
9, 11.90, 3, 15.20
9, 11.90, 3, 15.20
9, 12.80, 3, 13.40
9, 9.65, 3, 19.70
9, 11.90, 3, 15.20
9, 9.65, 3, 19.70
9, 9.65, 3, 19.70
9, 12.35, 3, 14.30
9, 10.55, 3, 17.90
9, 10.55, 3, 17.90
9, 11.00, 3, 17.00
9, 12.35, 3, 14.30
9, 12.35, 3, 14.30
9, 11.00, 3, 17.00
9, 13.70, 3, 11.60
9, 9.65, 3, 19.70
9, 11.00, 3, 17.00
9, 10.10, 3, 18.80
9, 11.45, 3, 16.10
9, 11.45, 3, 16.10
9, 10.10, 3, 18.80
9, 11.45, 3, 16.10
9, 10.55, 3, 17.90
9, 11.45, 3, 16.10
9, 11.45, 3, 16.10
9, 10.10, 3, 18.80
9, 11.45, 3, 16.10
9, 12.80, 3, 13.40
9, 10.55, 3, 17.90
9, 11.00, 3, 17.00
9, 11.90, 3, 15.20
9, 11.45, 3, 16.10
9, 10.55, 3, 17.90
9, 10.55, 3, 17.90
9, 11.45, 3, 16.10
9, 10.10, 3, 18.80
9, 10.10, 3, 18.80
9, 12.35, 3, 14.30
9, 9.20, 3, 20.60
9, 9.65, 3, 19.70
9, 11.45, 3, 16.10
9, 11.00, 3, 17.00
9, 11.90, 3, 15.20
9, 11.00, 3, 17.00
9, 10.55, 3, 17.90
9, 12.35, 3, 14.30
9, 11.45, 3, 16.10
9, 10.55, 3, 17.90
9, 10.55, 3, 17.90
9, 10.55, 3, 17.90
9, 10.10, 3, 18.80
9, 9.65, 3, 19.70
9, 11.00, 3, 17.00
9, 11.00, 3, 17.00
9, 10.10, 3, 18.80
9, 9.65, 3, 19.70
9, 11.45, 3, 16.10
9, 11.00, 3, 17.00
9, 10.10, 3, 18.80
9, 13.70, 3, 11.60
9, 11.45, 3, 16.10
9, 10.55, 3, 17.90
9, 9.20, 3, 20.60
9, 11.00, 3, 17.00
9, 11.90, 3, 15.20
9, 11.00, 3, 17.00
9, 10.55, 3, 17.90
9, 11.00, 3, 17.00
9, 11.90, 3, 15.20
9, 11.45, 3, 16.10
9, 11.45, 3, 16.10
9, 11.90, 3, 15.20
9, 10.55, 3, 17.90
9, 11.45, 3, 16.10
9, 11.45, 3, 16.10
9, 10.55, 3, 17.90
9, 10.10, 3, 18.80
9, 11.00, 3, 17.00
9, 11.90, 3, 15.20
9, 10.10, 3, 18.80
9, 11.00, 3, 17.00
10, 10.00, 3, 19.00
10, 9.50, 3, 20.00
10, 11.50, 3, 16.00
10, 10.50, 3, 18.00
10, 10.50, 3, 18.00
10, 10.50, 3, 18.00
10, 10.00, 3, 19.00
10, 8.00, 3, 23.00
10, 12.00, 3, 15.00
10, 11.50, 3, 16.00
10, 11.50, 3, 16.00
10, 10.00, 3, 19.00
10, 11.50, 3, 16.00
10, 10.50, 3, 18.00
10, 10.50, 3, 18.00
10, 9.50, 3, 20.00
10, 11.50, 3, 16.00
10, 12.50, 3, 14.00
10, 10.00, 3, 19.00
10, 11.50, 3, 16.00
10, 12.50, 3, 14.00
10, 11.00, 3, 17.00
10, 9.00, 3, 21.00
10, 9.50, 3, 20.00
10, 11.50, 3, 16.00
10, 10.00, 3, 19.00
10, 9.50, 3, 20.00
10, 11.00, 3, 17.00
10, 9.00, 3, 21.00
10, 9.50, 3, 20.00
10, 10.00, 3, 19.00
10, 12.00, 3, 15.00
10, 10.50, 3, 18.00
10, 10.50, 3, 18.00
10, 11.00, 3, 17.00
10, 11.50, 3, 16.00
10, 11.00, 3, 17.00
10, 10.50, 3, 18.00
10, 11.00, 3, 17.00
10, 12.50, 3, 14.00
10, 13.50, 3, 12.00
10, 11.50, 3, 16.00
10, 11.50, 3, 16.00
10, 11.00, 3, 17.00
10, 13.00, 3, 13.00
10, 12.00, 3, 15.00
10, 11.00, 3, 17.00
10, 11.50, 3, 16.00
10, 13.00, 3, 13.00
10, 11.50, 3, 16.00
10, 12.50, 3, 14.00
10, 9.50, 3, 20.00
10, 10.50, 3, 18.00
10, 12.50, 3, 14.00
10, 12.50, 3, 14.00
10, 13.00, 3, 13.00
10, 10.50, 3, 18.00
10, 10.00, 3, 19.00
10, 10.50, 3, 18.00
10, 12.00, 3, 15.00
10, 10.50, 3, 18.00
10, 12.00, 3, 15.00
10, 11.50, 3, 16.00
10, 10.00, 3, 19.00
10, 11.00, 3, 17.00
10, 10.50, 3, 18.00
10, 11.00, 3, 17.00
10, 13.00, 3, 13.00
10, 13.00, 3, 13.00
10, 13.00, 3, 13.00
10, 10.50, 3, 18.00
10, 9.50, 3, 20.00
10, 9.00, 3, 21.00
10, 10.50, 3, 18.00
10, 10.50, 3, 18.00
10, 10.00, 3, 19.00
10, 11.00, 3, 17.00
10, 12.00, 3, 15.00
10, 13.00, 3, 13.00
10, 10.00, 3, 19.00
10, 12.00, 3, 15.00
10, 11.50, 3, 16.00
10, 9.00, 3, 21.00
10, 10.00, 3, 19.00
10, 12.00, 3, 15.00
10, 11.00, 3, 17.00
10, 9.00, 3, 21.00
10, 10.00, 3, 19.00
10, 10.50, 3, 18.00
10, 12.50, 3, 14.00
10, 11.50, 3, 16.00
10, 11.50, 3, 16.00
10, 12.00, 3, 15.00
10, 10.50, 3, 18.00
10, 12.50, 3, 14.00
10, 11.00, 3, 17.00
10, 10.50, 3, 18.00
10, 10.50, 3, 18.00
10, 11.00, 3, 17.00
10, 12.50, 3, 14.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
0, 13.00, 4, 16.00
1, 13.05, 4, 15.90
1, 13.00, 4, 16.00
1, 12.95, 4, 16.10
1, 13.00, 4, 16.00
1, 13.20, 4, 15.60
1, 13.10, 4, 15.80
1, 13.00, 4, 16.00
1, 13.20, 4, 15.60
1, 13.15, 4, 15.70
1, 12.90, 4, 16.20
1, 13.10, 4, 15.80
1, 13.00, 4, 16.00
1, 13.20, 4, 15.60
1, 12.85, 4, 16.30
1, 12.90, 4, 16.20
1, 12.95, 4, 16.10
1, 13.20, 4, 15.60
1, 12.95, 4, 16.10
1, 12.80, 4, 16.40
1, 13.20, 4, 15.60
1, 13.05, 4, 15.90
1, 13.00, 4, 16.00
1, 13.00, 4, 16.00
1, 13.00, 4, 16.00
1, 13.00, 4, 16.00
1, 13.10, 4, 15.80
1, 13.15, 4, 15.70
1, 12.85, 4, 16.30
1, 12.95, 4, 16.10
1, 12.95, 4, 16.10
1, 13.05, 4, 15.90
1, 13.15, 4, 15.70
1, 12.90, 4, 16.20
1, 13.10, 4, 15.80
1, 13.10, 4, 15.80
1, 12.90, 4, 16.20
1, 13.05, 4, 15.90
1, 13.05, 4, 15.90
1, 12.90, 4, 16.20
1, 13.20, 4, 15.60
1, 13.15, 4, 15.70
1, 12.85, 4, 16.30
1, 12.90, 4, 16.20
1, 13.05, 4, 15.90
1, 13.10, 4, 15.80
1, 12.85, 4, 16.30
1, 13.00, 4, 16.00
1, 13.10, 4, 15.80
1, 13.05, 4, 15.90
1, 13.05, 4, 15.90
1, 12.90, 4, 16.20
1, 13.10, 4, 15.80
1, 12.95, 4, 16.10
1, 12.95, 4, 16.10
1, 12.80, 4, 16.40
1, 12.70, 4, 16.60
1, 13.05, 4, 15.90
1, 13.05, 4, 15.90
1, 12.95, 4, 16.10
1, 12.90, 4, 16.20
1, 12.95, 4, 16.10
1, 13.10, 4, 15.80
1, 13.10, 4, 15.80
1, 12.85, 4, 16.30
1, 12.85, 4, 16.30
1, 13.05, 4, 15.90
1, 13.00, 4, 16.00
1, 12.95, 4, 16.10
1, 12.95, 4, 16.10
1, 13.00, 4, 16.00
1, 12.90, 4, 16.20
1, 13.00, 4, 16.00
1, 12.75, 4, 16.50
1, 12.90, 4, 16.20
1, 13.00, 4, 16.00
1, 13.00, 4, 16.00
1, 13.25, 4, 15.50
1, 12.80, 4, 16.40
1, 12.85, 4, 16.30
1, 13.15, 4, 15.70
1, 12.95, 4, 16.10
1, 12.85, 4, 16.30
1, 13.05, 4, 15.90
1, 13.05, 4, 15.90
1, 13.05, 4, 15.90
1, 12.95, 4, 16.10
1, 12.80, 4, 16.40
1, 13.10, 4, 15.80
1, 12.90, 4, 16.20
1, 12.95, 4, 16.10
1, 13.05, 4, 15.90
1, 13.20, 4, 15.60
1, 12.90, 4, 16.20
1, 13.10, 4, 15.80
1, 13.10, 4, 15.80
1, 13.05, 4, 15.90
1, 13.10, 4, 15.80
1, 12.95, 4, 16.10
1, 13.00, 4, 16.00
1, 13.00, 4, 16.00
2, 12.90, 4, 16.20
2, 12.90, 4, 16.20
2, 12.80, 4, 16.40
2, 12.90, 4, 16.20
2, 13.20, 4, 15.60
2, 13.20, 4, 15.60
2, 12.70, 4, 16.60
2, 12.90, 4, 16.20
2, 12.70, 4, 16.60
2, 12.90, 4, 16.20
2, 13.00, 4, 16.00
2, 13.10, 4, 15.80
2, 12.90, 4, 16.20
2, 13.20, 4, 15.60
2, 13.10, 4, 15.80
2, 13.10, 4, 15.80
2, 13.00, 4, 16.00
2, 12.80, 4, 16.40
2, 13.00, 4, 16.00
2, 13.00, 4, 16.00
2, 13.10, 4, 15.80
2, 12.90, 4, 16.20
2, 13.40, 4, 15.20
2, 13.00, 4, 16.00
2, 13.20, 4, 15.60
2, 12.90, 4, 16.20
2, 13.00, 4, 16.00
2, 13.40, 4, 15.20
2, 12.50, 4, 17.00
2, 13.30, 4, 15.40
2, 12.60, 4, 16.80
2, 12.60, 4, 16.80
2, 13.10, 4, 15.80
2, 13.10, 4, 15.80
2, 12.90, 4, 16.20
2, 13.20, 4, 15.60
2, 12.80, 4, 16.40
2, 12.70, 4, 16.60
2, 13.20, 4, 15.60
2, 12.70, 4, 16.60
2, 13.00, 4, 16.00
2, 12.80, 4, 16.40
2, 13.10, 4, 15.80
2, 13.50, 4, 15.00
2, 13.10, 4, 15.80
2, 13.20, 4, 15.60
2, 12.90, 4, 16.20
2, 13.40, 4, 15.20
2, 13.00, 4, 16.00
2, 13.00, 4, 16.00
2, 13.20, 4, 15.60
2, 12.90, 4, 16.20
2, 13.00, 4, 16.00
2, 12.60, 4, 16.80
2, 13.00, 4, 16.00
2, 13.10, 4, 15.80
2, 13.10, 4, 15.80
2, 13.10, 4, 15.80
2, 12.70, 4, 16.60
2, 12.50, 4, 17.00
2, 12.90, 4, 16.20
2, 12.80, 4, 16.40
2, 13.20, 4, 15.60
2, 12.90, 4, 16.20
2, 12.80, 4, 16.40
2, 13.00, 4, 16.00
2, 13.20, 4, 15.60
2, 13.30, 4, 15.40
2, 12.70, 4, 16.60
2, 13.40, 4, 15.20
2, 13.00, 4, 16.00
2, 13.30, 4, 15.40
2, 13.10, 4, 15.80
2, 12.90, 4, 16.20
2, 13.10, 4, 15.80
2, 13.10, 4, 15.80
2, 13.30, 4, 15.40
2, 12.70, 4, 16.60
2, 13.20, 4, 15.60
2, 12.90, 4, 16.20
2, 12.80, 4, 16.40
2, 13.00, 4, 16.00
2, 12.60, 4, 16.80
2, 13.10, 4, 15.80
2, 13.20, 4, 15.60
2, 12.60, 4, 16.80
2, 13.10, 4, 15.80
2, 12.90, 4, 16.20
2, 13.30, 4, 15.40
2, 13.00, 4, 16.00
2, 13.20, 4, 15.60
2, 13.40, 4, 15.20
2, 12.80, 4, 16.40
2, 12.70, 4, 16.60
2, 12.90, 4, 16.20
2, 13.00, 4, 16.00
2, 13.20, 4, 15.60
2, 13.00, 4, 16.00
2, 12.90, 4, 16.20
2, 12.90, 4, 16.20
3, 12.85, 4, 16.30
3, 12.70, 4, 16.60
3, 13.15, 4, 15.70
3, 13.45, 4, 15.10
3, 13.00, 4, 16.00
3, 12.85, 4, 16.30
3, 13.00, 4, 16.00
3, 13.15, 4, 15.70
3, 13.15, 4, 15.70
3, 12.55, 4, 16.90
3, 13.15, 4, 15.70
3, 13.00, 4, 16.00
3, 13.15, 4, 15.70
3, 12.70, 4, 16.60
3, 13.15, 4, 15.70
3, 13.30, 4, 15.40
3, 13.15, 4, 15.70
3, 13.30, 4, 15.40
3, 12.70, 4, 16.60
3, 12.85, 4, 16.30
3, 13.00, 4, 16.00
3, 13.45, 4, 15.10
3, 13.45, 4, 15.10
3, 13.30, 4, 15.40
3, 13.60, 4, 14.80
3, 13.15, 4, 15.70
3, 13.60, 4, 14.80
3, 12.55, 4, 16.90
3, 13.30, 4, 15.40
3, 12.55, 4, 16.90
3, 13.15, 4, 15.70
3, 12.25, 4, 17.50
3, 13.30, 4, 15.40
3, 12.40, 4, 17.20
3, 12.70, 4, 16.60
3, 13.30, 4, 15.40
3, 12.70, 4, 16.60
3, 13.30, 4, 15.40
3, 12.25, 4, 17.50
3, 13.45, 4, 15.10
3, 12.85, 4, 16.30
3, 12.85, 4, 16.30
3, 13.00, 4, 16.00
3, 12.85, 4, 16.30
3, 13.45, 4, 15.10
3, 13.00, 4, 16.00
3, 13.15, 4, 15.70
3, 12.70, 4, 16.60
3, 12.85, 4, 16.30
3, 12.70, 4, 16.60
3, 12.85, 4, 16.30
3, 13.00, 4, 16.00
3, 13.00, 4, 16.00
3, 13.60, 4, 14.80
3, 13.30, 4, 15.40
3, 13.15, 4, 15.70
3, 13.15, 4, 15.70
3, 13.60, 4, 14.80
3, 12.85, 4, 16.30
3, 13.15, 4, 15.70
3, 12.55, 4, 16.90
3, 13.15, 4, 15.70
3, 13.30, 4, 15.40
3, 13.45, 4, 15.10
3, 12.55, 4, 16.90
3, 12.70, 4, 16.60
3, 12.25, 4, 17.50
3, 13.15, 4, 15.70
3, 12.85, 4, 16.30
3, 13.15, 4, 15.70
3, 13.15, 4, 15.70
3, 12.55, 4, 16.90
3, 13.15, 4, 15.70
3, 13.30, 4, 15.40
3, 13.15, 4, 15.70
3, 13.15, 4, 15.70
3, 13.30, 4, 15.40
3, 12.70, 4, 16.60
3, 12.55, 4, 16.90
3, 12.10, 4, 17.80
3, 12.85, 4, 16.30
3, 13.30, 4, 15.40
3, 13.30, 4, 15.40
3, 13.45, 4, 15.10
3, 13.75, 4, 14.50
3, 13.75, 4, 14.50
3, 12.85, 4, 16.30
3, 12.85, 4, 16.30
3, 13.45, 4, 15.10
3, 13.15, 4, 15.70
3, 12.55, 4, 16.90
3, 13.00, 4, 16.00
3, 13.30, 4, 15.40
3, 12.40, 4, 17.20
3, 13.45, 4, 15.10
3, 13.00, 4, 16.00
3, 12.85, 4, 16.30
3, 13.00, 4, 16.00
3, 12.85, 4, 16.30
3, 13.30, 4, 15.40
4, 12.60, 4, 16.80
4, 12.60, 4, 16.80
4, 13.20, 4, 15.60
4, 13.60, 4, 14.80
4, 13.60, 4, 14.80
4, 13.00, 4, 16.00
4, 12.80, 4, 16.40
4, 12.40, 4, 17.20
4, 12.40, 4, 17.20
4, 13.20, 4, 15.60
4, 13.00, 4, 16.00
4, 12.40, 4, 17.20
4, 12.60, 4, 16.80
4, 12.80, 4, 16.40
4, 12.40, 4, 17.20
4, 13.00, 4, 16.00
4, 12.60, 4, 16.80
4, 12.80, 4, 16.40
4, 12.60, 4, 16.80
4, 13.00, 4, 16.00
4, 12.80, 4, 16.40
4, 12.80, 4, 16.40
4, 12.60, 4, 16.80
4, 12.80, 4, 16.40
4, 13.20, 4, 15.60
4, 12.60, 4, 16.80
4, 13.20, 4, 15.60
4, 12.60, 4, 16.80
4, 12.60, 4, 16.80
4, 13.40, 4, 15.20
4, 13.20, 4, 15.60
4, 13.20, 4, 15.60
4, 12.60, 4, 16.80
4, 12.00, 4, 18.00
4, 13.00, 4, 16.00
4, 12.40, 4, 17.20
